timestamp,x,y,z
2026-08-02 00:00:00,18000.034428761606,-1500.0456721647035,52000.06910000993
2026-08-02 00:00:01,17999.897230839542,-1500.4081422460981,52000.21902357265
2026-08-02 00:00:02,18000.29756186701,-1499.7529624134052,51999.60077431819
2026-08-02 00:00:03,18000.00484736419,-1500.0870827639615,51999.53601024664
2026-08-02 00:00:04,17999.9980462598,-1500.4316428624888,51999.86903469992
2026-08-02 00:00:05,18001.1376670443,-1500.8095818657544,52000.15601468322
2026-08-02 00:00:06,18000.48276388435,-1500.6596291382366,52000.428497689325
2026-08-02 00:00:07,17999.920614172537,-1499.830926368351,51999.67910976473
2026-08-02 00:00:08,17999.831026345397,-1499.897824567797,52000.71736493006
2026-08-02 00:00:09,18000.47364174965,-1499.1782889374078,51999.765993028
2026-08-02 00:00:10,17998.751393588333,-1500.1789439523552,51999.74809462637
2026-08-02 00:00:11,17999.771584006652,-1499.7918435311108,51999.12488946953
2026-08-02 00:00:12,18000.663006376115,-1500.0370492809295,51999.70322945182
2026-08-02 00:00:13,18000.55624699133,-1500.1433298922682,52000.15547078816
2026-08-02 00:00:14,18000.741135744312,-1499.8106270703438,52000.18549642459
2026-08-02 00:00:15,17999.949882045596,-1500.478850479062,51999.891291453154
2026-08-02 00:00:16,18000.537036909565,-1500.0339787071644,51999.660152884055
2026-08-02 00:00:17,17999.30853589928,-1500.2925922087918,52000.23183817221
2026-08-02 00:00:18,17999.144715848095,-1500.0974907359375,51999.579431068974
2026-08-02 00:00:19,17999.991129786453,-1499.4378528830503,51999.6990521557
2026-08-02 00:00:20,17999.530511457782,-1500.0336563794203,52000.457598803834
2026-08-02 00:00:21,18000.214617364712,-1499.9619326287198,51999.210663586186
2026-08-02 00:00:22,18000.174435945115,-1499.9333273700138,51999.66726625479
2026-08-02 00:00:23,17999.85729765132,-1499.4625024822585,52000.23198720618
2026-08-02 00:00:24,18000.809081669766,-1499.8371598855902,52000.103103267225
2026-08-02 00:00:25,17999.76206495094,-1499.9492586622064,51999.562525255424
2026-08-02 00:00:26,18000.243162191095,-1499.5961930900821,51999.16847173193
2026-08-02 00:00:27,18000.502484958433,-1499.8471177247577,51999.785724598354
2026-08-02 00:00:28,17999.820922387065,-1500.7144264010053,51999.87056877201
2026-08-02 00:00:29,17999.795857014647,-1500.2731220974463,51999.62356929108
2026-08-02 00:00:30,17999.255027915686,-1500.535258262123,51999.62978033953
2026-08-02 00:00:31,18000.562352453795,-1499.4162343086211,52000.39187016145
2026-08-02 00:00:32,18000.13694890838,-1500.9233213156815,51999.61009745821
2026-08-02 00:00:33,17999.98845580044,-1499.8778571757744,52000.12088584489
2026-08-02 00:00:34,18000.36637919711,-1499.051973536182,52000.30939751688
2026-08-02 00:00:35,17999.51667278981,-1500.9428252716773,52000.17101172476
2026-08-02 00:00:36,18000.6267044823,-1500.104968273654,52000.5344658412
2026-08-02 00:00:37,17999.9599140836,-1500.364393798018,51999.51080113611
2026-08-02 00:00:38,17999.802479652793,-1500.236106351934,51999.793884654355
2026-08-02 00:00:39,18000.314634339153,-1500.3673187828765,51999.70971256875
2026-08-02 00:00:40,18001.365440782454,-1500.239589997669,52000.97531758424
2026-08-02 00:00:41,18000.348514840887,-1500.1170514375078,52000.03383357797
2026-08-02 00:00:42,18000.313895374977,-1499.3315677470878,52000.02860209303
2026-08-02 00:00:43,17999.520834815703,-1499.4728214224447,52000.26243511005
2026-08-02 00:00:44,18000.108109904813,-1500.8259857760931,51999.773192464
2026-08-02 00:00:45,18000.43262481074,-1499.5991113640512,52000.05731932909
2026-08-02 00:00:46,17999.86643608391,-1499.6124085016388,52000.540090239636
2026-08-02 00:00:47,18000.414470937958,-1500.384829892871,51999.011516914696
2026-08-02 00:00:48,18001.077968664635,-1499.2757313410082,51999.877143363316
2026-08-02 00:00:49,17999.99356195602,-1499.9037373104977,51999.900915181235
2026-08-02 00:00:50,17999.682418655833,-1500.689069102651,51999.882037910116
2026-08-02 00:00:51,17999.857082865004,-1499.986039681748,52000.551969587
2026-08-02 00:00:52,18000.800173157968,-1500.1645263649536,51999.78911939539
2026-08-02 00:00:53,17999.280210682373,-1500.538446474214,52000.05396713316
2026-08-02 00:00:54,18000.209625556705,-1500.4136224044728,52001.19118782997
2026-08-02 00:00:55,17999.905405509606,-1501.082333450166,52000.62092680923
2026-08-02 00:00:56,17999.755996733726,-1500.4421191606743,52000.4026633375
2026-08-02 00:00:57,18000.438652324687,-1500.3329600743014,52000.45991762763
2026-08-02 00:00:58,17999.38531261276,-1500.5438091172582,51999.79639959356
2026-08-02 00:00:59,17999.805674496416,-1499.1565986787587,52000.82788621639
2026-08-02 00:01:00,17999.95382699282,-1500.24354547084,51999.24802799843
2026-08-02 00:01:01,17999.75922103482,-1500.4452215495753,52000.07039483127
2026-08-02 00:01:02,17999.322116632717,-1499.7873699289648,52000.0601378858
2026-08-02 00:01:03,18000.376012229102,-1500.0729381641868,51999.83831461945
2026-08-02 00:01:04,17998.618942883157,-1498.8939931607142,52000.86876958458
2026-08-02 00:01:05,17999.760007367848,-1499.8417373039642,52000.19602200876
2026-08-02 00:01:06,18000.800104622693,-1500.5124693579141,51999.28140525578
2026-08-02 00:01:07,18000.498757492784,-1500.6000209971241,51999.60273853311
2026-08-02 00:01:08,17999.59581340376,-1500.22625104924,52000.3429964808
2026-08-02 00:01:09,17999.949764014804,-1500.9271801508044,51999.95365588338
2026-08-02 00:01:10,18000.525732474467,-1499.2213056759103,52000.14053498192
2026-08-02 00:01:11,17999.718882213354,-1499.4879819618513,52000.46383877782
2026-08-02 00:01:12,18000.447869879114,-1499.8609839773628,52000.1272283092
2026-08-02 00:01:13,17999.883230691907,-1500.4304575361018,51999.89177444372
2026-08-02 00:01:14,18000.5562342668,-1499.7934275461446,52000.40864626941
2026-08-02 00:01:15,18000.420659301853,-1500.032717163909,51999.914987263204
2026-08-02 00:01:16,17999.93152408453,-1499.923157360944,51999.8275510426
2026-08-02 00:01:17,17999.77885896017,-1500.3376039645836,52000.343102024955
2026-08-02 00:01:18,17999.222035826933,-1499.8592949804697,52000.208348750886
2026-08-02 00:01:19,17999.449526734115,-1500.6584472282666,51999.600272747295
2026-08-02 00:01:20,18000.434684492844,-1500.5447149064396,52000.59815418926
2026-08-02 00:01:21,17999.959697625232,-1500.4217551538732,51999.94552566753
2026-08-02 00:01:22,17999.9433515498,-1499.81912121543,51999.94517780618
2026-08-02 00:01:23,17999.0788359241,-1499.8735374816488,52000.60723192656
2026-08-02 00:01:24,18000.10529016318,-1500.3668722512984,51999.748806337644
2026-08-02 00:01:25,18000.134816865775,-1500.7850124785236,51999.997473508905
2026-08-02 00:01:26,18000.049877768466,-1500.918772853089,51999.512846181075
2026-08-02 00:01:27,18000.338174222084,-1500.4311428561152,51999.71589590255
2026-08-02 00:01:28,17999.999088162105,-1499.213854330314,52000.22719673593
2026-08-02 00:01:29,17999.479932616894,-1499.3660073473773,52000.69959328818
2026-08-02 00:01:30,18000.899427629745,-1499.4399483814673,52000.44767206084
